student_id, name,surname,email,lecture,points, how_many_times_attended
2014-32410,EGE,GUL,egegul@ce1.marmara.edu.tr,CS231,99,1
2014-60155,NISA,OZKAN,nisaozkan@ce1.marmara.edu.tr,CS101,53,2
2014-03579,ISMAIL,GUL,ismailgul@ce1.marmara.edu.tr,CS231,32,2
2015-42521,LALE,AYDOGAN,l.aydogan@ce1.marmara.edu.tr,CS101,79,2
2014-47059,VELI,DOGAN,velidogan@ce1.marmara.edu.tr,CS231,78,2
2014-47059,VELI,DOGAN,velidogan@ce1.marmara.edu.tr,CS101,24,1
2015-81291,BETUL,KARA,b.kara@ce1.marmara.edu.tr,CS231,45,1
2015-53710,EGE,KAYA,e.kaya@ce1.marmara.edu.tr,CS101,66,2
2015-53710,EGE,KAYA,e.kaya@ce1.marmara.edu.tr,CS231,57,1
2015-21965,LALE,OZKAN,l.ozkan@ce1.marmara.edu.tr,CS101,88,2
2014-90814,SIBEL,ILHAN,sibelilhan@ce1.marmara.edu.tr,CS231,46,1
2014-90814,SIBEL,ILHAN,sibelilhan@ce1.marmara.edu.tr,CS101,53,1
2014-71678,EGE,PEK,egepek@ce1.marmara.edu.tr,CS101,20,1
2014-71678,EGE,PEK,egepek@ce1.marmara.edu.tr,CS102,48,2
2014-71678,EGE,PEK,egepek@ce1.marmara.edu.tr,CS365,34,1
2014-12813,CANAN,KAYA,canankaya@ce1.marmara.edu.tr,CS231,38,2
2014-12813,CANAN,KAYA,canankaya@ce1.marmara.edu.tr,CS101,75,2
2015-24395,SIBEL,OZDEMIR,s.ozdemir@ce1.marmara.edu.tr,CS231,37,2
2015-24395,SIBEL,OZDEMIR,s.ozdemir@ce1.marmara.edu.tr,CS101,61,1
2014-85912,CANAN,OZDEMIR,cananozdemir@ce1.marmara.edu.tr,CS231,23,1
2014-77396,NISA,CELIK,nisacelik@ce1.marmara.edu.tr,CS231,49,1
2014-59348,AZRA,GURCAN,azragurcan@ce1.marmara.edu.tr,CS101,98,1
2014-78592,RABIA,KAYA,rabiakaya@ce1.marmara.edu.tr,CS231,31,2
2014-50294,LALE,ASLAN,laleaslan@ce1.marmara.edu.tr,CS101,57,2
2014-88230,AHMET,CAN,ahmetcan@ce1.marmara.edu.tr,CS231,72,2
2014-88230,AHMET,CAN,ahmetcan@ce1.marmara.edu.tr,CS101,79,2
2015-56955,AZRA,AYDIN,a.aydin@ce1.marmara.edu.tr,CS231,61,2
2014-29618,MUSTAFA,AKTAS,mustafaaktas@ce1.marmara.edu.tr,CS231,12,1
2015-42894,SALIH,AYDIN,s.aydin@ce1.marmara.edu.tr,CS231,17,1
2015-77924,HASAN,AY,h.ay@ce1.marmara.edu.tr,CS231,18,1
2015-53538,NURAY,ARSLAN,n.arslan@ce1.marmara.edu.tr,CS231,86,1
2014-62853,BETUL,KAYA,betulkaya@ce1.marmara.edu.tr,CS231,56,2
2015-72584,ISMAIL,YILDIRIM,i.yildirim@ce1.marmara.edu.tr,CS101,55,1
2015-41122,NUR,ISIK,n.isik@ce1.marmara.edu.tr,CS101,84,1
2014-70401,HASAN,GURCAN,hasangurcan@ce1.marmara.edu.tr,CS101,10,1
2014-70401,HASAN,GURCAN,hasangurcan@ce1.marmara.edu.tr,CS231,43,1
2014-70401,HASAN,GURCAN,hasangurcan@ce1.marmara.edu.tr,CS102,25,2
2014-70401,HASAN,GURCAN,hasangurcan@ce1.marmara.edu.tr,CS365,18,1
2015-83239,FIKRET,CAN,f.can@ce1.marmara.edu.tr,CS231,92,1
2014-61896,AYSE,CELIK,aysecelik@ce1.marmara.edu.tr,CS231,93,1
2014-69889,UGUR,YILMAZ,uguryilmaz@ce1.marmara.edu.tr,CS231,79,2
2014-67517,ISMAIL,ARSLAN,ismailarslan@ce1.marmara.edu.tr,CS231,24,1
2014-67517,ISMAIL,ARSLAN,ismailarslan@ce1.marmara.edu.tr,CS101,39,1
2014-35984,FATMA,PEK,fatmapek@ce1.marmara.edu.tr,CS101,100,2
2014-35686,UGUR,KURT,ugurkurt@ce1.marmara.edu.tr,CS101,99,1
2014-35686,UGUR,KURT,ugurkurt@ce1.marmara.edu.tr,CS231,47,1
2015-50576,CIGDEM,CAN,c.can@ce1.marmara.edu.tr,CS231,71,2
2015-88201,VELI,OZDEMIR,v.ozdemir@ce1.marmara.edu.tr,CS231,81,1
2015-30931,HUSEYIN,ARSLAN,h.arslan@ce1.marmara.edu.tr,CS231,68,1
2014-29692,BILGE,YILDIRIM,bilgeyildirim@ce1.marmara.edu.tr,CS231,58,2
2015-10804,CAN,ILHAN,c.ilhan@ce1.marmara.edu.tr,CS231,44,1
2014-67447,BETUL,PEK,betulpek@ce1.marmara.edu.tr,CS101,72,2
2014-90532,HASAN,CAN,hasancan@ce1.marmara.edu.tr,CS101,15,2
2014-90532,HASAN,CAN,hasancan@ce1.marmara.edu.tr,CS231,98,1
2014-90532,HASAN,CAN,hasancan@ce1.marmara.edu.tr,CS102,21,2
2015-00148,HILAL,OZKAN,h.ozkan@ce1.marmara.edu.tr,CS231,15,1
2015-00148,HILAL,OZKAN,h.ozkan@ce1.marmara.edu.tr,CS101,92,1
2014-49055,AYLIN,CELIK,aylincelik@ce1.marmara.edu.tr,CS231,22,2
2015-22913,MUSTAFA,ESEN,m.esen@ce1.marmara.edu.tr,CS101,98,2
2015-22913,MUSTAFA,ESEN,m.esen@ce1.marmara.edu.tr,CS102,65,1
2014-53297,GULSUM,PEK,gulsumpek@ce1.marmara.edu.tr,CS231,73,1
2014-89203,VELI,YILMAZ,veliyilmaz@ce1.marmara.edu.tr,CS101,92,1
2014-60545,VELI,OZDEMIR,veliozdemir@ce1.marmara.edu.tr,CS231,53,1
2014-99699,AYSE,CELIK,aysecelik@ce1.marmara.edu.tr,CS101,16,2
2015-39370,CANAN,PEK,c.pek@ce1.marmara.edu.tr,CS101,54,2
2015-01068,CAN,OZKAN,c.ozkan@ce1.marmara.edu.tr,CS101,32,2
2015-57264,MUSTAFA,ISIK,m.isik@ce1.marmara.edu.tr,CS101,92,1
2014-83400,CAN,FATIH,canfatih@ce1.marmara.edu.tr,CS101,15,2
2014-83400,CAN,FATIH,canfatih@ce1.marmara.edu.tr,CS102,22,1
2015-06950,NISA,CAN,n.can@ce1.marmara.edu.tr,CS231,91,1
2014-64929,EGE,KURT,egekurt@ce1.marmara.edu.tr,CS101,35,1
2015-36452,LALE,FATIH,l.fatih@ce1.marmara.edu.tr,CS101,82,2
2015-36452,LALE,FATIH,l.fatih@ce1.marmara.edu.tr,CS102,83,1
2015-11163,HASAN,HIKMET,h.hikmet@ce1.marmara.edu.tr,CS231,58,2
2014-53455,AZRA,KARA,azrakara@ce1.marmara.edu.tr,CS231,91,1
2014-53455,AZRA,KARA,azrakara@ce1.marmara.edu.tr,CS101,82,1
2014-53455,AZRA,KARA,azrakara@ce1.marmara.edu.tr,CS102,41,1
2014-18294,CANAN,KURT,canankurt@ce1.marmara.edu.tr,CS101,74,2
2015-65224,GULSUM,AYDOGAN,g.aydogan@ce1.marmara.edu.tr,CS231,53,1
2015-65224,GULSUM,AYDOGAN,g.aydogan@ce1.marmara.edu.tr,CS101,32,1
2014-89643,CAN,OZKAN,canozkan@ce1.marmara.edu.tr,CS101,24,2
2014-89643,CAN,OZKAN,canozkan@ce1.marmara.edu.tr,CS231,77,1
2014-20995,UGUR,FATIH,ugurfatih@ce1.marmara.edu.tr,CS231,18,1
2014-20995,UGUR,FATIH,ugurfatih@ce1.marmara.edu.tr,CS101,82,1
2014-23084,BETUL,GUL,betulgul@ce1.marmara.edu.tr,CS231,24,2
2015-28910,HARUN,KOC,h.koc@ce1.marmara.edu.tr,CS101,14,2
2015-28910,HARUN,KOC,h.koc@ce1.marmara.edu.tr,CS102,35,1
2014-22550,HUSEYIN,CELIK,huseyincelik@ce1.marmara.edu.tr,CS231,79,1
2015-37615,AYLIN,AYDOGAN,a.aydogan@ce1.marmara.edu.tr,CS231,36,2
2014-35548,AYLIN,SULEYMAN,aylinsuleyman@ce1.marmara.edu.tr,CS101,81,2
2015-16538,RABIA,DOGAN,r.dogan@ce1.marmara.edu.tr,CS101,46,1
2015-16538,RABIA,DOGAN,r.dogan@ce1.marmara.edu.tr,CS102,56,1
2014-70181,NUR,ILHAN,nurilhan@ce1.marmara.edu.tr,CS101,63,1
2014-40934,HUSEYIN,SIMSEK,huseyinsimsek@ce1.marmara.edu.tr,CS101,51,2
2014-40934,HUSEYIN,SIMSEK,huseyinsimsek@ce1.marmara.edu.tr,CS231,52,2
2014-90429,BETUL,ESEN,betulesen@ce1.marmara.edu.tr,CS231,15,1
2014-83556,AHMET,OZKAN,ahmetozkan@ce1.marmara.edu.tr,CS231,35,2
2015-26447,CANAN,PEK,c.pek@ce1.marmara.edu.tr,CS231,32,1
2014-82879,VELI,ESEN,veliesen@ce1.marmara.edu.tr,CS101,31,2
2014-56902,NISA,HIKMET,nisahikmet@ce1.marmara.edu.tr,CS101,32,1
2014-56902,NISA,HIKMET,nisahikmet@ce1.marmara.edu.tr,CS102,47,1
2014-62676,RABIA,PEK,rabiapek@ce1.marmara.edu.tr,CS101,60,2
2014-10663,CANAN,SULEYMAN,canansuleyman@ce1.marmara.edu.tr,CS231,25,1
2014-10663,CANAN,SULEYMAN,canansuleyman@ce1.marmara.edu.tr,CS101,97,2
2014-14419,NUR,OZER,nurozer@ce1.marmara.edu.tr,CS101,77,2
2014-80165,CAN,KAYA,cankaya@ce1.marmara.edu.tr,CS101,40,2
2014-80165,CAN,KAYA,cankaya@ce1.marmara.edu.tr,CS231,16,2
2015-01073,NISA,GURCAN,n.gurcan@ce1.marmara.edu.tr,CS231,66,2
2015-01073,NISA,GURCAN,n.gurcan@ce1.marmara.edu.tr,CS101,48,2
2014-71230,SEMRA,ILHAN,semrailhan@ce1.marmara.edu.tr,CS101,71,1
2015-86678,LALE,ESEN,l.esen@ce1.marmara.edu.tr,CS231,98,2
2014-33180,MUSTAFA,HIKMET,mustafahikmet@ce1.marmara.edu.tr,CS101,90,2
2014-33180,MUSTAFA,HIKMET,mustafahikmet@ce1.marmara.edu.tr,CS231,43,2
2015-25993,LALE,AYDOGAN,l.aydogan@ce1.marmara.edu.tr,CS231,75,1
2015-25993,LALE,AYDOGAN,l.aydogan@ce1.marmara.edu.tr,CS101,21,1
2014-52473,CIGDEM,OZKAN,cigdemozkan@ce1.marmara.edu.tr,CS231,15,1
2014-77358,FATMA,GUL,fatmagul@ce1.marmara.edu.tr,CS101,91,1
2014-77358,FATMA,GUL,fatmagul@ce1.marmara.edu.tr,CS102,87,1
2014-77358,FATMA,GUL,fatmagul@ce1.marmara.edu.tr,CS464,74,1
2015-52447,MEHMET,KAYA,m.kaya@ce1.marmara.edu.tr,CS231,17,1
2015-52447,MEHMET,KAYA,m.kaya@ce1.marmara.edu.tr,CS101,36,1
2015-20867,BETUL,HIKMET,b.hikmet@ce1.marmara.edu.tr,CS231,21,2
2014-50502,SEMRA,KAYA,semrakaya@ce1.marmara.edu.tr,CS231,96,2
2015-66836,NURAY,GURCAN,n.gurcan@ce1.marmara.edu.tr,CS231,96,1
2014-04342,SIBEL,AYDOGAN,sibelaydogan@ce1.marmara.edu.tr,CS101,35,2
2014-04342,SIBEL,AYDOGAN,sibelaydogan@ce1.marmara.edu.tr,CS231,27,2
2014-31341,UMUT,AY,umutay@ce1.marmara.edu.tr,CS101,75,1
2015-74183,BETUL,AYDIN,b.aydin@ce1.marmara.edu.tr,CS101,79,2
2015-74183,BETUL,AYDIN,b.aydin@ce1.marmara.edu.tr,CS102,45,2
2014-57996,FIKRET,AYDOGAN,fikretaydogan@ce1.marmara.edu.tr,CS231,65,1
2014-71489,UMUT,ILHAN,umutilhan@ce1.marmara.edu.tr,CS231,47,2
2015-93430,TUNA,YILMAZ,t.yilmaz@ce1.marmara.edu.tr,CS101,50,1
2015-93430,TUNA,YILMAZ,t.yilmaz@ce1.marmara.edu.tr,CS231,24,1
2015-93430,TUNA,YILMAZ,t.yilmaz@ce1.marmara.edu.tr,CS102,85,1
2015-77399,NUR,CAN,n.can@ce1.marmara.edu.tr,CS231,42,2
2015-77399,NUR,CAN,n.can@ce1.marmara.edu.tr,CS101,28,2
2014-74825,LALE,FATIH,lalefatih@ce1.marmara.edu.tr,CS101,71,2
2014-74825,LALE,FATIH,lalefatih@ce1.marmara.edu.tr,CS231,38,1
2015-75587,ELIF,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS231,63,2
2015-75587,ELIF,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS101,75,2
2014-85464,EMRE,CELIK,emrecelik@ce1.marmara.edu.tr,CS101,99,1
2014-85464,EMRE,CELIK,emrecelik@ce1.marmara.edu.tr,CS231,100,2
2014-85464,EMRE,CELIK,emrecelik@ce1.marmara.edu.tr,CS102,14,2
2015-49264,EGE,ISIK,e.isik@ce1.marmara.edu.tr,CS231,92,1
2015-09231,FIKRET,GURCAN,f.gurcan@ce1.marmara.edu.tr,CS101,30,2
2015-09231,FIKRET,GURCAN,f.gurcan@ce1.marmara.edu.tr,CS231,72,2
2015-09231,FIKRET,GURCAN,f.gurcan@ce1.marmara.edu.tr,CS102,90,1
2015-44612,TUNA,ARSLAN,t.arslan@ce1.marmara.edu.tr,CS231,47,1
2014-44752,TUNA,PEK,tunapek@ce1.marmara.edu.tr,CS101,53,1
2014-44752,TUNA,PEK,tunapek@ce1.marmara.edu.tr,CS231,13,2
2015-78864,BILGE,DOGAN,b.dogan@ce1.marmara.edu.tr,CS101,33,2
2015-78864,BILGE,DOGAN,b.dogan@ce1.marmara.edu.tr,CS102,97,1
2015-86043,GULSUM,GUL,g.gul@ce1.marmara.edu.tr,CS231,98,1
2015-26219,MEHMET,YILMAZ,m.yilmaz@ce1.marmara.edu.tr,CS231,67,1
2015-36898,CIGDEM,GURCAN,c.gurcan@ce1.marmara.edu.tr,CS101,51,2
2015-33493,MEHMET,OZER,m.ozer@ce1.marmara.edu.tr,CS101,34,2
2015-33493,MEHMET,OZER,m.ozer@ce1.marmara.edu.tr,CS102,75,1
2015-71789,CANAN,DOGAN,c.dogan@ce1.marmara.edu.tr,CS231,76,1
2015-71523,AYLIN,CAN,a.can@ce1.marmara.edu.tr,CS101,19,2
2015-71523,AYLIN,CAN,a.can@ce1.marmara.edu.tr,CS231,93,1
2015-99448,HILAL,ISIK,h.isik@ce1.marmara.edu.tr,CS231,88,1
2015-99448,HILAL,ISIK,h.isik@ce1.marmara.edu.tr,CS101,68,2
2015-92824,HUSEYIN,SIMSEK,h.simsek@ce1.marmara.edu.tr,CS231,54,2
2015-44170,TUNA,AY,t.ay@ce1.marmara.edu.tr,CS231,20,1
2015-34013,SIBEL,ISIK,s.isik@ce1.marmara.edu.tr,CS101,32,1
2015-34013,SIBEL,ISIK,s.isik@ce1.marmara.edu.tr,CS231,16,2
2014-57433,NISA,AYDOGAN,nisaaydogan@ce1.marmara.edu.tr,CS231,88,2
2014-60081,MEHMET,KARA,mehmetkara@ce1.marmara.edu.tr,CS101,98,2
2014-60081,MEHMET,KARA,mehmetkara@ce1.marmara.edu.tr,CS102,90,2
2015-78106,CIGDEM,PEK,c.pek@ce1.marmara.edu.tr,CS101,42,1
2015-78106,CIGDEM,PEK,c.pek@ce1.marmara.edu.tr,CS102,56,2
2014-60696,HASAN,ISIK,hasanisik@ce1.marmara.edu.tr,CS101,85,1
2015-91119,RABIA,GURCAN,r.gurcan@ce1.marmara.edu.tr,CS231,96,2
2015-91119,RABIA,GURCAN,r.gurcan@ce1.marmara.edu.tr,CS101,54,1
2014-61566,CIGDEM,HIKMET,cigdemhikmet@ce1.marmara.edu.tr,CS231,54,2
2015-75931,AZRA,ESEN,a.esen@ce1.marmara.edu.tr,CS101,20,1
2014-31500,NURAY,OZDEMIR,nurayozdemir@ce1.marmara.edu.tr,CS101,19,2
2015-28315,VELI,PEK,v.pek@ce1.marmara.edu.tr,CS101,73,1
2014-21508,BETUL,CAN,betulcan@ce1.marmara.edu.tr,CS101,56,2
2014-14740,GULSUM,DILER,gulsumdiler@ce1.marmara.edu.tr,CS101,60,2
2014-72589,GULSUM,CELIK,gulsumcelik@ce1.marmara.edu.tr,CS231,20,1
2014-99457,OZGUR,AYDOGAN,ozguraydogan@ce1.marmara.edu.tr,CS101,20,1
2014-13841,GULSUM,SULEYMAN,gulsumsuleyman@ce1.marmara.edu.tr,CS101,10,1
2014-13841,GULSUM,SULEYMAN,gulsumsuleyman@ce1.marmara.edu.tr,CS231,19,2
2014-40290,AZRA,AYDOGAN,azraaydogan@ce1.marmara.edu.tr,CS231,34,1
2014-46714,HUSEYIN,KOC,huseyinkoc@ce1.marmara.edu.tr,CS231,33,2
2014-55166,ASLI,FATIH,aslifatih@ce1.marmara.edu.tr,CS231,53,1
2014-55166,ASLI,FATIH,aslifatih@ce1.marmara.edu.tr,CS101,19,1
2015-47307,NURAY,CAN,n.can@ce1.marmara.edu.tr,CS101,82,1
2014-23817,ALI,FATIH,alifatih@ce1.marmara.edu.tr,CS101,50,1
2014-46448,FATMA,AKTAS,fatmaaktas@ce1.marmara.edu.tr,CS231,96,2
2014-46448,FATMA,AKTAS,fatmaaktas@ce1.marmara.edu.tr,CS101,17,2
2015-80052,HUSEYIN,CELIK,h.celik@ce1.marmara.edu.tr,CS231,56,2
2014-78323,ELIF,DILER,elifdiler@ce1.marmara.edu.tr,CS231,24,2
2015-69737,CIGDEM,OZKAN,c.ozkan@ce1.marmara.edu.tr,CS101,31,2
2015-52015,VELI,FATIH,v.fatih@ce1.marmara.edu.tr,CS231,48,2
2015-25909,EGE,HIKMET,e.hikmet@ce1.marmara.edu.tr,CS101,58,1
2015-25909,EGE,HIKMET,e.hikmet@ce1.marmara.edu.tr,CS231,26,1
2015-98895,SEMRA,ARSLAN,s.arslan@ce1.marmara.edu.tr,CS101,20,1
2015-98895,SEMRA,ARSLAN,s.arslan@ce1.marmara.edu.tr,CS102,30,2
2015-41677,VELI,DOGAN,v.dogan@ce1.marmara.edu.tr,CS101,90,2
2014-19845,SALIH,GURCAN,salihgurcan@ce1.marmara.edu.tr,CS231,25,2
2014-19845,SALIH,GURCAN,salihgurcan@ce1.marmara.edu.tr,CS101,64,2
2015-92236,OKAN,CAN,o.can@ce1.marmara.edu.tr,CS101,46,1
2015-72499,UGUR,ESEN,u.esen@ce1.marmara.edu.tr,CS101,42,2
2015-72499,UGUR,ESEN,u.esen@ce1.marmara.edu.tr,CS102,30,2
2014-72610,SIBEL,GUL,sibelgul@ce1.marmara.edu.tr,CS101,47,1
2014-72610,SIBEL,GUL,sibelgul@ce1.marmara.edu.tr,CS231,45,1
2015-61970,SALIH,AYDIN,s.aydin@ce1.marmara.edu.tr,CS231,19,2
2014-27128,SIBEL,AYDIN,sibelaydin@ce1.marmara.edu.tr,CS101,74,2
2015-70582,ASLI,KURT,a.kurt@ce1.marmara.edu.tr,CS231,39,2
2015-70582,ASLI,KURT,a.kurt@ce1.marmara.edu.tr,CS101,18,2
2015-70582,ASLI,KURT,a.kurt@ce1.marmara.edu.tr,CS102,20,2
2015-49419,EFE,FATIH,e.fatih@ce1.marmara.edu.tr,CS101,87,1
2015-79879,BETUL,KAYA,b.kaya@ce1.marmara.edu.tr,CS101,72,1
2015-02551,MEHMET,ISIK,m.isik@ce1.marmara.edu.tr,CS101,19,1
2015-02551,MEHMET,ISIK,m.isik@ce1.marmara.edu.tr,CS102,61,2
2015-04777,CAN,DILER,c.diler@ce1.marmara.edu.tr,CS231,26,2
2014-80730,HASAN,SULEYMAN,hasansuleyman@ce1.marmara.edu.tr,CS231,73,2
2015-31844,EGE,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS231,23,1
2015-31844,EGE,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS101,100,2
2015-31844,EGE,YILMAZ,e.yilmaz@ce1.marmara.edu.tr,CS102,79,2
2014-46984,AYLIN,KURT,aylinkurt@ce1.marmara.edu.tr,CS101,11,1
2014-88890,CANAN,PEK,cananpek@ce1.marmara.edu.tr,CS231,99,1
2014-88890,CANAN,PEK,cananpek@ce1.marmara.edu.tr,CS101,75,2
2014-39073,EFE,KAYA,efekaya@ce1.marmara.edu.tr,CS231,15,2
2014-38432,OZGUR,SULEYMAN,ozgursuleyman@ce1.marmara.edu.tr,CS231,47,1
2015-05604,CANAN,OZKAN,c.ozkan@ce1.marmara.edu.tr,CS101,96,1
2015-05604,CANAN,OZKAN,c.ozkan@ce1.marmara.edu.tr,CS231,17,2
2015-05604,CANAN,OZKAN,c.ozkan@ce1.marmara.edu.tr,CS102,92,2
2014-03364,ELIF,ISIK,elifisik@ce1.marmara.edu.tr,CS231,12,1
2015-72228,UGUR,AYDOGAN,u.aydogan@ce1.marmara.edu.tr,CS231,93,1
2015-94259,FIKRET,GUL,f.gul@ce1.marmara.edu.tr,CS231,66,2
2014-58012,AYLIN,OZKAN,aylinozkan@ce1.marmara.edu.tr,CS231,55,1
2014-17484,HARUN,ESEN,harunesen@ce1.marmara.edu.tr,CS231,76,1
2015-71842,ALI,AYDIN,a.aydin@ce1.marmara.edu.tr,CS231,84,2
2015-71842,ALI,AYDIN,a.aydin@ce1.marmara.edu.tr,CS101,77,1
2014-13179,HUSEYIN,KURT,huseyinkurt@ce1.marmara.edu.tr,CS231,70,1
2014-29253,AYSE,AY,ayseay@ce1.marmara.edu.tr,CS101,83,1
2014-30781,CIGDEM,ASLAN,cigdemaslan@ce1.marmara.edu.tr,CS231,30,2
2014-30781,CIGDEM,ASLAN,cigdemaslan@ce1.marmara.edu.tr,CS101,33,2
2014-89120,CANAN,AY,cananay@ce1.marmara.edu.tr,CS231,12,1
2014-89120,CANAN,AY,cananay@ce1.marmara.edu.tr,CS101,16,2
2015-78272,HARUN,YILMAZ,h.yilmaz@ce1.marmara.edu.tr,CS101,85,2
2015-78272,HARUN,YILMAZ,h.yilmaz@ce1.marmara.edu.tr,CS231,83,1
2015-78272,HARUN,YILMAZ,h.yilmaz@ce1.marmara.edu.tr,CS102,89,2
2015-13537,BILGE,KARA,b.kara@ce1.marmara.edu.tr,CS101,11,1
2015-13537,BILGE,KARA,b.kara@ce1.marmara.edu.tr,CS231,23,2
2015-06026,EGE,OZKAN,e.ozkan@ce1.marmara.edu.tr,CS101,70,2
2015-97999,SALIH,GURCAN,s.gurcan@ce1.marmara.edu.tr,CS101,18,2
2015-27577,AHMET,DOGAN,a.dogan@ce1.marmara.edu.tr,CS231,11,1
2015-27577,AHMET,DOGAN,a.dogan@ce1.marmara.edu.tr,CS101,80,2
2014-18627,OZGUR,DILER,ozgurdiler@ce1.marmara.edu.tr,CS231,57,1
2014-59298,NURAY,SULEYMAN,nuraysuleyman@ce1.marmara.edu.tr,CS231,46,2
2015-27996,EGE,OZKAN,e.ozkan@ce1.marmara.edu.tr,CS101,37,1
2015-27996,EGE,OZKAN,e.ozkan@ce1.marmara.edu.tr,CS231,90,2
2015-27996,EGE,OZKAN,e.ozkan@ce1.marmara.edu.tr,CS102,20,2
2015-91866,SEMRA,PEK,s.pek@ce1.marmara.edu.tr,CS101,73,1
2015-91866,SEMRA,PEK,s.pek@ce1.marmara.edu.tr,CS231,97,2
2015-91866,SEMRA,PEK,s.pek@ce1.marmara.edu.tr,CS102,60,1
2014-45329,HARUN,GUL,harungul@ce1.marmara.edu.tr,CS231,55,1
2014-04176,NISA,KOC,nisakoc@ce1.marmara.edu.tr,CS101,33,2
2014-14925,ASLI,PEK,aslipek@ce1.marmara.edu.tr,CS231,58,2
2014-14925,ASLI,PEK,aslipek@ce1.marmara.edu.tr,CS101,82,1
2015-42252,CANAN,ILHAN,c.ilhan@ce1.marmara.edu.tr,CS231,31,2
2014-46274,MEHMET,AY,mehmetay@ce1.marmara.edu.tr,CS101,37,1
2014-11736,MUSTAFA,GURCAN,mustafagurcan@ce1.marmara.edu.tr,CS231,19,1
2014-66311,MEHMET,OZER,mehmetozer@ce1.marmara.edu.tr,CS101,52,1
2015-91368,OZGUR,FATIH,o.fatih@ce1.marmara.edu.tr,CS101,60,1
2015-91368,OZGUR,FATIH,o.fatih@ce1.marmara.edu.tr,CS102,58,2
2014-62660,SEMRA,CELIK,semracelik@ce1.marmara.edu.tr,CS231,38,2
2014-62660,SEMRA,CELIK,semracelik@ce1.marmara.edu.tr,CS101,34,1
2014-62660,SEMRA,CELIK,semracelik@ce1.marmara.edu.tr,CS102,19,1
2014-00830,NURAY,CAN,nuraycan@ce1.marmara.edu.tr,CS231,34,2
2015-34834,NURAY,DOGAN,n.dogan@ce1.marmara.edu.tr,CS231,62,2
2014-30703,AYSE,KURT,aysekurt@ce1.marmara.edu.tr,CS231,57,2
2014-08504,CIGDEM,OZDEMIR,cigdemozdemir@ce1.marmara.edu.tr,CS231,85,2
2014-08504,CIGDEM,OZDEMIR,cigdemozdemir@ce1.marmara.edu.tr,CS101,32,2
2015-49082,LALE,ASLAN,l.aslan@ce1.marmara.edu.tr,CS101,83,1
2015-49082,LALE,ASLAN,l.aslan@ce1.marmara.edu.tr,CS231,75,1
2015-44539,FATMA,AKTAS,f.aktas@ce1.marmara.edu.tr,CS101,33,1
2015-44539,FATMA,AKTAS,f.aktas@ce1.marmara.edu.tr,CS231,50,1
2015-44539,FATMA,AKTAS,f.aktas@ce1.marmara.edu.tr,CS102,78,1
2014-82264,NISA,PEK,nisapek@ce1.marmara.edu.tr,CS231,24,1
2014-05658,AYSE,AYDIN,ayseaydin@ce1.marmara.edu.tr,CS231,26,2
2014-70830,EMRE,DILER,emrediler@ce1.marmara.edu.tr,CS101,77,2
