student_id, name,surname,email,lecture,points, how_many_times_attended
2015-67411,HARUN,ARSLAN,h.arslan@ce1.marmara.edu.tr,CS231,39,1
2015-05868,CIGDEM,AYDOGAN,c.aydogan@ce1.marmara.edu.tr,CS101,84,2
2015-05868,CIGDEM,AYDOGAN,c.aydogan@ce1.marmara.edu.tr,CS102,49,2
2015-05868,CIGDEM,AYDOGAN,c.aydogan@ce1.marmara.edu.tr,CS231,89,1
2014-03146,ISMAIL,KURT,ismailkurt@ce1.marmara.edu.tr,CS231,58,1
2014-98919,FATMA,SIMSEK,fatmasimsek@ce1.marmara.edu.tr,CS231,92,2
2014-98919,FATMA,SIMSEK,fatmasimsek@ce1.marmara.edu.tr,CS101,21,2
2014-10666,NURAY,KAYA,nuraykaya@ce1.marmara.edu.tr,CS101,14,2
2014-95770,MEHMET,CAN,mehmetcan@ce1.marmara.edu.tr,CS231,18,2
2015-25383,CIGDEM,FATIH,c.fatih@ce1.marmara.edu.tr,CS231,63,1
2014-73747,MUSTAFA,HIKMET,mustafahikmet@ce1.marmara.edu.tr,CS101,84,2
2014-85129,NUR,KAYA,nurkaya@ce1.marmara.edu.tr,CS101,84,1
2014-28081,HARUN,SULEYMAN,harunsuleyman@ce1.marmara.edu.tr,CS101,81,1
2014-28081,HARUN,SULEYMAN,harunsuleyman@ce1.marmara.edu.tr,CS231,68,1
2014-28081,HARUN,SULEYMAN,harunsuleyman@ce1.marmara.edu.tr,CS102,66,1
2014-28081,HARUN,SULEYMAN,harunsuleyman@ce1.marmara.edu.tr,CS365,30,1
2014-20019,LALE,ARSLAN,lalearslan@ce1.marmara.edu.tr,CS231,86,1
2014-20019,LALE,ARSLAN,lalearslan@ce1.marmara.edu.tr,CS101,84,2
2015-72015,SEMRA,OZDEMIR,s.ozdemir@ce1.marmara.edu.tr,CS101,33,2
2015-72015,SEMRA,OZDEMIR,s.ozdemir@ce1.marmara.edu.tr,CS231,66,1
2015-72015,SEMRA,OZDEMIR,s.ozdemir@ce1.marmara.edu.tr,CS102,10,2
2015-29566,EMRE,ASLAN,e.aslan@ce1.marmara.edu.tr,CS101,21,1
2014-38875,UMUT,GURCAN,umutgurcan@ce1.marmara.edu.tr,CS231,40,1
2015-98046,ISMAIL,CELIK,i.celik@ce1.marmara.edu.tr,CS231,65,1
2015-08910,UMUT,CELIK,u.celik@ce1.marmara.edu.tr,CS101,40,2
2014-32039,SEMRA,YILDIRIM,semrayildirim@ce1.marmara.edu.tr,CS101,74,1
2014-32039,SEMRA,YILDIRIM,semrayildirim@ce1.marmara.edu.tr,CS231,90,1
2014-32039,SEMRA,YILDIRIM,semrayildirim@ce1.marmara.edu.tr,CS102,85,1
2014-43400,ALI,SIMSEK,alisimsek@ce1.marmara.edu.tr,CS101,82,2
2014-75814,NURAY,AKTAS,nurayaktas@ce1.marmara.edu.tr,CS231,50,2
2014-75814,NURAY,AKTAS,nurayaktas@ce1.marmara.edu.tr,CS101,54,1
2014-97084,HASAN,YILMAZ,hasanyilmaz@ce1.marmara.edu.tr,CS231,88,1
2014-97084,HASAN,YILMAZ,hasanyilmaz@ce1.marmara.edu.tr,CS101,41,1
2014-58858,FIKRET,DOGAN,fikretdogan@ce1.marmara.edu.tr,CS101,64,2
2014-58858,FIKRET,DOGAN,fikretdogan@ce1.marmara.edu.tr,CS102,93,2
2014-58858,FIKRET,DOGAN,fikretdogan@ce1.marmara.edu.tr,CS365,63,1
2015-54979,NISA,FATIH,n.fatih@ce1.marmara.edu.tr,CS231,30,2
2015-54979,NISA,FATIH,n.fatih@ce1.marmara.edu.tr,CS101,16,2
2014-53406,FIKRET,GUL,fikretgul@ce1.marmara.edu.tr,CS101,62,1
2015-20866,VELI,OZKAN,v.ozkan@ce1.marmara.edu.tr,CS101,65,2
2015-20866,VELI,OZKAN,v.ozkan@ce1.marmara.edu.tr,CS231,96,1
2015-81961,NISA,FATIH,n.fatih@ce1.marmara.edu.tr,CS101,60,1
2015-59835,HILAL,OZDEMIR,h.ozdemir@ce1.marmara.edu.tr,CS101,10,2
2015-26799,ALI,OZER,a.ozer@ce1.marmara.edu.tr,CS231,52,1
2015-26799,ALI,OZER,a.ozer@ce1.marmara.edu.tr,CS101,50,1
2015-59519,AHMET,SULEYMAN,a.suleyman@ce1.marmara.edu.tr,CS231,40,2
2015-59519,AHMET,SULEYMAN,a.suleyman@ce1.marmara.edu.tr,CS101,64,1
2014-35994,AYSE,SIMSEK,aysesimsek@ce1.marmara.edu.tr,CS101,66,2
2014-86671,UGUR,PEK,ugurpek@ce1.marmara.edu.tr,CS101,87,1
2014-86671,UGUR,PEK,ugurpek@ce1.marmara.edu.tr,CS231,41,1
2015-13835,UMUT,GURCAN,u.gurcan@ce1.marmara.edu.tr,CS101,94,1
2015-13835,UMUT,GURCAN,u.gurcan@ce1.marmara.edu.tr,CS231,57,2
2014-69218,UGUR,DILER,ugurdiler@ce1.marmara.edu.tr,CS231,59,2
2015-99657,GULSUM,KOC,g.koc@ce1.marmara.edu.tr,CS101,76,2
2015-99657,GULSUM,KOC,g.koc@ce1.marmara.edu.tr,CS231,73,1
2014-71955,UGUR,KAYA,ugurkaya@ce1.marmara.edu.tr,CS101,48,2
2015-55912,TUNA,AYDOGAN,t.aydogan@ce1.marmara.edu.tr,CS231,49,2
2015-55912,TUNA,AYDOGAN,t.aydogan@ce1.marmara.edu.tr,CS101,48,2
2015-55912,TUNA,AYDOGAN,t.aydogan@ce1.marmara.edu.tr,CS102,30,2
2015-38283,RABIA,FATIH,r.fatih@ce1.marmara.edu.tr,CS231,55,2
2014-89022,VELI,AYDIN,veliaydin@ce1.marmara.edu.tr,CS231,52,2
2015-64969,ELIF,ASLAN,e.aslan@ce1.marmara.edu.tr,CS231,18,1
2015-08257,FIKRET,DOGAN,f.dogan@ce1.marmara.edu.tr,CS231,31,1
2015-61491,ALI,ASLAN,a.aslan@ce1.marmara.edu.tr,CS101,80,2
2015-61491,ALI,ASLAN,a.aslan@ce1.marmara.edu.tr,CS102,69,2
2014-54798,FIKRET,ASLAN,fikretaslan@ce1.marmara.edu.tr,CS101,73,2
2015-52581,CANAN,CAN,c.can@ce1.marmara.edu.tr,CS101,96,2
2014-08355,HASAN,ARSLAN,hasanarslan@ce1.marmara.edu.tr,CS101,69,1
2015-11220,NUR,SIMSEK,n.simsek@ce1.marmara.edu.tr,CS101,57,1
2015-11220,NUR,SIMSEK,n.simsek@ce1.marmara.edu.tr,CS231,23,2
2015-11220,NUR,SIMSEK,n.simsek@ce1.marmara.edu.tr,CS102,11,1
2015-27890,FIKRET,KARA,f.kara@ce1.marmara.edu.tr,CS231,22,1
2015-95701,FATMA,HIKMET,f.hikmet@ce1.marmara.edu.tr,CS101,58,1
2015-95701,FATMA,HIKMET,f.hikmet@ce1.marmara.edu.tr,CS102,22,1
2014-25967,CAN,HIKMET,canhikmet@ce1.marmara.edu.tr,CS231,42,2
2014-17349,FATMA,AYDOGAN,fatmaaydogan@ce1.marmara.edu.tr,CS101,86,2
2014-79912,VELI,AKTAS,veliaktas@ce1.marmara.edu.tr,CS101,91,2
2014-02244,AZRA,AYDIN,azraaydin@ce1.marmara.edu.tr,CS101,38,1
2014-93968,LALE,CAN,lalecan@ce1.marmara.edu.tr,CS231,61,1
2015-55084,HARUN,DILER,h.diler@ce1.marmara.edu.tr,CS101,46,2
2015-17544,OKAN,GUL,o.gul@ce1.marmara.edu.tr,CS231,96,2
2014-82215,SALIH,ARSLAN,saliharslan@ce1.marmara.edu.tr,CS231,34,1
2014-35063,BILGE,SIMSEK,bilgesimsek@ce1.marmara.edu.tr,CS101,32,1
2015-00896,CAN,PEK,c.pek@ce1.marmara.edu.tr,CS231,76,1
2015-00896,CAN,PEK,c.pek@ce1.marmara.edu.tr,CS101,40,2
2014-60044,AHMET,ARSLAN,ahmetarslan@ce1.marmara.edu.tr,CS231,31,1
2014-21474,GULSUM,ARSLAN,gulsumarslan@ce1.marmara.edu.tr,CS101,37,2
2014-21474,GULSUM,ARSLAN,gulsumarslan@ce1.marmara.edu.tr,CS231,21,2
2014-19091,ISMAIL,OZER,ismailozer@ce1.marmara.edu.tr,CS101,72,1
2014-19091,ISMAIL,OZER,ismailozer@ce1.marmara.edu.tr,CS102,14,2
2015-79320,BILGE,OZER,b.ozer@ce1.marmara.edu.tr,CS101,97,1
2015-98113,SIBEL,DOGAN,s.dogan@ce1.marmara.edu.tr,CS101,31,1
2015-98113,SIBEL,DOGAN,s.dogan@ce1.marmara.edu.tr,CS102,17,1
2015-23693,VELI,ASLAN,v.aslan@ce1.marmara.edu.tr,CS231,68,1
2015-23693,VELI,ASLAN,v.aslan@ce1.marmara.edu.tr,CS101,99,2
2015-74798,TUNA,KOC,t.koc@ce1.marmara.edu.tr,CS101,31,2
2015-74798,TUNA,KOC,t.koc@ce1.marmara.edu.tr,CS102,15,1
2015-47337,AHMET,AYDIN,a.aydin@ce1.marmara.edu.tr,CS231,32,2
2015-47337,AHMET,AYDIN,a.aydin@ce1.marmara.edu.tr,CS101,25,1
2014-94007,BILGE,OZER,bilgeozer@ce1.marmara.edu.tr,CS101,70,2
2014-94007,BILGE,OZER,bilgeozer@ce1.marmara.edu.tr,CS102,40,2
2014-94007,BILGE,OZER,bilgeozer@ce1.marmara.edu.tr,CS365,68,1
2014-71836,GULSUM,ESEN,gulsumesen@ce1.marmara.edu.tr,CS231,72,2
2014-71836,GULSUM,ESEN,gulsumesen@ce1.marmara.edu.tr,CS101,54,1
2014-06519,SALIH,SIMSEK,salihsimsek@ce1.marmara.edu.tr,CS101,47,2
2014-06519,SALIH,SIMSEK,salihsimsek@ce1.marmara.edu.tr,CS231,63,2
2014-64343,NISA,AKTAS,nisaaktas@ce1.marmara.edu.tr,CS231,82,2
2014-64343,NISA,AKTAS,nisaaktas@ce1.marmara.edu.tr,CS101,81,1
2014-55287,HARUN,GUL,harungul@ce1.marmara.edu.tr,CS101,44,2
2015-21452,OKAN,ASLAN,o.aslan@ce1.marmara.edu.tr,CS101,20,2
2014-66517,VELI,CELIK,velicelik@ce1.marmara.edu.tr,CS231,19,2
2014-66517,VELI,CELIK,velicelik@ce1.marmara.edu.tr,CS101,62,2
2014-75102,EMRE,AYDOGAN,emreaydogan@ce1.marmara.edu.tr,CS101,10,1
2014-75102,EMRE,AYDOGAN,emreaydogan@ce1.marmara.edu.tr,CS231,73,2
2014-75102,EMRE,AYDOGAN,emreaydogan@ce1.marmara.edu.tr,CS102,100,1
2015-18207,BILGE,HIKMET,b.hikmet@ce1.marmara.edu.tr,CS231,100,1
2014-22842,SEMRA,AY,semraay@ce1.marmara.edu.tr,CS231,24,1
2014-77711,UGUR,AY,uguray@ce1.marmara.edu.tr,CS101,16,2
2015-81982,ASLI,CELIK,a.celik@ce1.marmara.edu.tr,CS231,84,1
2015-48466,SIBEL,CELIK,s.celik@ce1.marmara.edu.tr,CS101,62,2
2014-10484,RABIA,ILHAN,rabiailhan@ce1.marmara.edu.tr,CS101,78,2
2014-10484,RABIA,ILHAN,rabiailhan@ce1.marmara.edu.tr,CS102,93,2
2014-46822,ALI,ESEN,aliesen@ce1.marmara.edu.tr,CS101,12,2
2015-35326,SALIH,ARSLAN,s.arslan@ce1.marmara.edu.tr,CS101,77,1
2015-35326,SALIH,ARSLAN,s.arslan@ce1.marmara.edu.tr,CS102,61,2
2014-56405,ISMAIL,DOGAN,ismaildogan@ce1.marmara.edu.tr,CS231,45,2
2015-60314,HILAL,KURT,h.kurt@ce1.marmara.edu.tr,CS101,89,2
2015-78053,GULSUM,GURCAN,g.gurcan@ce1.marmara.edu.tr,CS231,33,1
2014-24260,CAN,YILMAZ,canyilmaz@ce1.marmara.edu.tr,CS231,100,1
2015-44737,ISMAIL,OZDEMIR,i.ozdemir@ce1.marmara.edu.tr,CS101,59,1
2015-33729,OKAN,KAYA,o.kaya@ce1.marmara.edu.tr,CS231,14,2
2014-76591,EMRE,ILHAN,emreilhan@ce1.marmara.edu.tr,CS231,46,1
2014-80426,OKAN,ISIK,okanisik@ce1.marmara.edu.tr,CS101,80,2
2014-80426,OKAN,ISIK,okanisik@ce1.marmara.edu.tr,CS231,57,1
2015-23826,OKAN,ILHAN,o.ilhan@ce1.marmara.edu.tr,CS101,29,1
2014-17815,ELIF,DOGAN,elifdogan@ce1.marmara.edu.tr,CS101,78,1
2014-02353,NUR,FATIH,nurfatih@ce1.marmara.edu.tr,CS231,36,1
2015-09629,AHMET,ARSLAN,a.arslan@ce1.marmara.edu.tr,CS101,81,1
2015-09629,AHMET,ARSLAN,a.arslan@ce1.marmara.edu.tr,CS231,50,2
2015-00664,HASAN,SIMSEK,h.simsek@ce1.marmara.edu.tr,CS231,34,1
2015-00664,HASAN,SIMSEK,h.simsek@ce1.marmara.edu.tr,CS101,38,1
2014-85323,AYLIN,PEK,aylinpek@ce1.marmara.edu.tr,CS231,58,2
2014-85323,AYLIN,PEK,aylinpek@ce1.marmara.edu.tr,CS101,78,1
2015-21638,BETUL,SULEYMAN,b.suleyman@ce1.marmara.edu.tr,CS231,70,2
2014-96247,AZRA,OZER,azraozer@ce1.marmara.edu.tr,CS231,100,1
2014-38685,ALI,HIKMET,alihikmet@ce1.marmara.edu.tr,CS231,73,2
